0,2779.0
1,3506.0
2,3946.0
3,3330.0
4,3385.0
5,15297.0
6,2249.0
7,2397.0
8,2178.0
9,5072.0
10,2264.0
11,2344.0
12,1815.0
13,2379.0
14,1847.0
15,2128.0
16,3093.0
17,5259.0
18,2359.0
19,3650.0
20,2484.0
21,4167.0
22,3091.0
23,1959.0
24,2749.0
25,5167.0
26,3321.0
27,3478.0
28,2291.0
29,3805.0
30,6955.0
31,4192.0
32,3132.0
33,1913.0
34,1955.0
35,3159.0
36,3872.0
37,4110.0
38,4772.0
39,3216.0
40,10842.0
41,2952.0
42,3234.0
43,7461.0
44,3366.0
45,4561.0
46,6293.0
47,2008.0
48,5045.0
49,8399.0
50,25005.0
51,2532.0
52,6371.0
53,12361.0
54,4611.0
55,2473.0
56,6254.0
57,17934.0
58,2160.0
59,7391.0
60,29593.0
61,10214.0
62,3991.0
63,4153.0
64,1854.0
65,1801.0
66,2690.0
67,3972.0
68,4131.0
69,5071.0
70,1828.0
71,8553.0
72,2891.0
73,2706.0
74,3151.0
75,5936.0
76,2343.0
77,2924.0
78,2374.0
79,4503.0
80,21413.0
81,10570.0
82,4569.0
83,1811.0
84,9452.0
85,2141.0
86,2075.0
87,28838.0
88,16422.0
89,6677.0
90,15263.0
91,41412.0
92,16993.0
93,6759.0
94,10692.0
95,13805.0
96,7846.0
97,7653.0
98,22236.0
99,4777.0
100,3258.0
101,2506.0
102,2243.0
103,2107.0
104,2549.0
105,2515.0
106,8555.0
107,4000.0
108,9564.0
109,4760.0
110,3153.0
111,3908.0
112,3092.0
113,9992.0
114,2880.0
115,4958.0
116,1867.0
117,10320.0
118,5627.0
119,11455.0
120,18347.0
121,2852.0
122,6485.0
123,2697.0
124,2255.0
125,2169.0
126,53123.0
127,3329.0
128,5740.0
129,6112.0
130,2308.0
131,1942.0
132,4482.0
133,7050.0
134,3242.0
135,2193.0
136,9287.0
137,4373.0
138,2732.0
139,5629.0
140,6188.0
141,3382.0
142,6654.0
143,7532.0
144,6594.0
145,3390.0
146,3241.0
147,2498.0
148,5908.0
149,3442.0
150,2250.0
151,3079.0
152,1980.0
153,2689.0
154,4139.0
155,8733.0
156,2376.0
157,5659.0
158,1832.0
159,5380.0
160,4179.0
161,2002.0
162,3644.0
163,2211.0
164,1821.0
165,5797.0
166,6835.0
167,3780.0
168,23784.0
169,28995.0
170,3465.0
171,4026.0
172,4936.0
173,8589.0
174,2889.0
175,6770.0
176,3278.0
177,7892.0
178,1829.0
179,3964.0
180,2071.0
181,3730.0
182,2276.0
183,1921.0
184,6448.0
185,3348.0
186,22613.0
187,42248.0
188,42575.0
189,21624.0
190,6187.0
191,6748.0
192,38542.0
193,26469.0
194,2188.0
195,35946.0
196,5145.0
197,11142.0
198,4256.0
199,5469.0
200,3098.0
201,12385.0
202,4973.0
203,3933.0
204,8093.0
205,2035.0
206,6561.0
207,17297.0
208,6603.0
209,3191.0
210,2198.0
211,17793.0
212,4815.0
213,4609.0
214,2323.0
215,3088.0
216,4252.0
217,2668.0
218,2082.0
219,21328.0
220,11654.0
221,4339.0
222,3371.0
223,1820.0
224,2021.0
225,9447.0
226,13628.0
227,2282.0
228,6784.0
229,7055.0
230,3036.0
231,3081.0
232,2100.0
233,10803.0
234,6619.0
235,18866.0
236,8136.0
237,9158.0
238,5294.0
239,2683.0
240,5880.0
241,7942.0
242,9823.0
243,3940.0
244,3680.0
245,3503.0
246,4074.0
247,2478.0
248,18081.0
249,7811.0
250,2293.0
251,2248.0
252,3871.0
253,3995.0
254,6649.0
255,2149.0
256,21872.0
257,5494.0
258,28114.0
259,2458.0
260,2229.0
261,26043.0
262,2601.0
263,51071.0
264,12612.0
265,16346.0
266,10324.0
267,2358.0
268,5297.0
269,19813.0
270,15741.0
271,15878.0
272,17636.0
273,4494.0
274,2048.0
275,8727.0
276,8847.0
277,14886.0
278,5291.0
279,2136.0
280,2570.0
281,4671.0
282,19413.0
283,5312.0
284,6917.0
285,16837.0
286,2643.0
287,2320.0
288,1987.0
289,5793.0
290,2971.0
291,8149.0
292,1923.0
293,2860.0
294,4631.0
295,4615.0
296,11884.0
297,6034.0
298,6772.0
299,10227.0
300,2431.0
301,7202.0
302,4944.0
303,2776.0
304,5030.0
305,4943.0
306,3546.0
307,1920.0
308,6172.0
309,6349.0
310,3134.0
311,13262.0
