122.4838256836,36.561126709
122.4893188476,36.561126709
122.5332641601,36.5281677246
122.5387573242,36.5281677246
122.5442504883,36.530914306599996
122.5442504883,36.533660888600004
122.8628540039,36.5171813965
122.8628540039,36.5199279785
117.8970336914,38.324432373
117.9684448242,38.4013366699
117.9739379883,38.4013366699
118.07830810549999,38.3903503418
118.07830810549999,38.393096923899996
118.1167602539,38.404083252
118.12225341799999,38.404083252
118.12225341799999,38.406829834
117.90252685549999,38.4535217285
118.0453491211,38.4178161621
118.0563354492,38.4178161621
118.0453491211,38.420562744099996
118.0728149414,38.4260559082
118.08380126950001,38.439788818400004
118.0892944336,38.4425354004
118.08380126950001,38.4452819824
117.7597045899,38.6347961426
117.77069091799999,38.6512756348
117.7487182617,38.6622619629
117.7487182617,38.6650085449
117.7542114258,38.6622619629
117.7542114258,38.6650085449
117.7651977539,38.6650085449
117.8256225586,38.612823486399996
117.8311157226,38.612823486399996
117.7871704101,38.6375427246
117.77618408200001,38.6512756348
117.77618408200001,38.6540222168
117.7816772461,38.6540222168
117.77618408200001,38.656768798899996
117.7981567383,38.6512756348
117.82012939450001,38.6622619629
117.9629516601,38.6347961426
117.9629516601,38.6375427246
117.9629516601,38.656768798899996
117.7542114258,38.673248291
117.94647216799999,38.7226867676
117.94647216799999,38.7501525879
117.95196533200001,38.7226867676
117.9684448242,38.730926513600004
117.9739379883,38.728179931599996
117.9739379883,38.730926513600004
117.95196533200001,38.7501525879
118.0178833008,38.7968444824
118.0178833008,38.7995910645
118.0178833008,38.8023376465
118.03985595700001,38.7940979004
118.0453491211,38.7940979004
118.0288696289,38.8050842285
118.03436279299999,38.8050842285
118.0288696289,38.8078308105
118.03436279299999,38.8078308105
118.0288696289,38.8105773926
118.03436279299999,38.8105773926
118.03985595700001,38.8050842285
118.0728149414,38.843536377
118.07830810549999,38.843536377
118.0728149414,38.846282959
118.07830810549999,38.846282959
118.1002807617,38.835296630900004
118.1057739258,38.835296630900004
118.1002807617,38.8380432129
118.1057739258,38.8380432129
118.1167602539,38.8380432129
118.12225341799999,38.8380432129
118.1167602539,38.8407897949
118.12225341799999,38.8407897949
118.1112670899,38.846282959
117.77069091799999,38.939666748
117.7542114258,38.9726257324
117.68280029299999,38.9973449707
117.72674560549999,38.9836120605
117.6992797851,39.0000915527
117.73223876950001,38.9836120605
117.7377319336,38.9836120605
117.7597045899,38.9808654785
117.9354858399,38.8737487793
117.94647216799999,38.9094543457
117.9190063476,38.9286804199
117.9244995117,38.9286804199
117.9190063476,38.931427002
117.9794311524,38.8874816895
117.9794311524,38.8902282715
117.9849243164,38.8874816895
117.99041748049999,38.8874816895
117.9849243164,38.8902282715
117.99041748049999,38.8902282715
118.0068969726,38.8710021973
118.0068969726,38.8737487793
118.0123901367,38.8737487793
118.0123901367,38.876495361399996
118.0123901367,38.879241943400004
118.0288696289,38.8710021973
118.0288696289,38.8737487793
118.0178833008,38.876495361399996
118.0178833008,38.879241943400004
118.0288696289,38.876495361399996
118.03436279299999,38.876495361399996
118.0288696289,38.879241943400004
117.99591064450001,38.8819885254
118.0014038086,38.8819885254
117.99591064450001,38.8847351074
118.0014038086,38.8847351074
